director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes,profit,total
Mark A.Z. Dippé,70.0,98.0,20.0,Frank Welker,2000.0,54967359,Action,Michael Jai White,Spawn,52805,7039,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,209.0,English,USA,R,40000000,1997,5.2,1.85,0,14967359,54967359
Kevin Reynolds,138.0,131.0,58.0,James Frain,15000.0,54228104,Action,Henry Cavill,The Count of Monte Cristo,104991,17152,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,544.0,English,UK,PG-13,35000000,2002,7.7,1.85,0,19228104,54228104
Brad Furman,274.0,118.0,65.0,Margarita Levieva,11000.0,57981889,Crime,Matthew McConaughey,The Lincoln Lawyer,173848,13943,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,203.0,English,USA,R,40000000,2011,7.3,2.35,25000,17981889,57981889
Jaume Collet-Serra,349.0,113.0,174.0,Frank Langella,14000.0,61094903,Action,Liam Neeson,Unknown,210542,17152,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,332.0,English,UK,PG-13,30000000,2011,6.9,2.35,29000,31094903,61094903
Christopher Nolan,341.0,130.0,22000.0,Hugh Jackman,23000.0,53082743,Drama,Christian Bale,The Prestige,844052,63986,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,1100.0,English,USA,PG-13,40000000,2006,8.5,2.35,49000,13082743,53082743
Sean Anders,196.0,116.0,51.0,Christoph Waltz,18000.0,54414716,Comedy,Kevin Spacey,Horrible Bosses 2,114294,30571,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,187.0,English,USA,R,42000000,2014,6.3,2.35,12000,12414716,54414716
Cal Brunker,83.0,89.0,7.0,Paul Scheer,3000.0,57011847,Adventure,Brendan Fraser,Escape from Planet Earth,20615,3361,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,44.0,English,USA,PG,40000000,2013,5.9,2.35,0,17011847,57011847
Mel Gibson,283.0,139.0,0.0,Dalia Hernández,708.0,50859889,Action,Rudy Youngblood,Apocalypto,236000,848,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,1043.0,Maya,USA,R,40000000,2006,7.8,1.85,14000,10859889,50859889
John Glen,105.0,130.0,46.0,Desmond Llewelyn,387.0,51185897,Action,Joe Don Baker,The Living Daylights,69457,1233,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,271.0,English,UK,PG,30000000,1987,6.7,2.35,0,21185897,51185897
Nimród Antal,351.0,107.0,190.0,Alice Braga,2000.0,52000688,Action,Topher Grace,Predators,171418,4243,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,619.0,English,USA,R,40000000,2010,6.4,2.35,17000,12000688,52000688
Ivan Reitman,16.0,116.0,425.0,Debra Winger,954.0,49851591,Comedy,Brian Dennehy,Legal Eagles,7900,2179,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,34.0,English,USA,PG,40000000,1986,5.9,2.35,263,9851591,49851591
David Koepp,195.0,96.0,192.0,Charles S. Dutton,40000.0,47781388,Mystery,Johnny Depp,Secret Window,147504,41293,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,531.0,English,USA,PG-13,40000000,2004,6.6,2.35,0,7781388,47781388
Alejandro Agresti,175.0,99.0,18.0,Dylan Walsh,18000.0,52320979,Drama,Keanu Reeves,The Lake House,114321,18693,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,548.0,English,USA,PG,40000000,2006,6.8,2.35,0,12320979,52320979
Iain Softley,193.0,104.0,34.0,Deneen Tyler,545.0,47806295,Horror,Gena Rowlands,The Skeleton Key,87447,1274,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,371.0,English,USA,PG-13,43000000,2005,6.5,2.35,0,4806295,47806295
Peter Hedges,169.0,105.0,54.0,Odeya Rush,3000.0,51853450,Comedy,Jennifer Garner,The Odd Life of Timothy Green,37398,9069,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,110.0,English,USA,PG,25000000,2012,6.6,1.85,11000,26853450,51853450
Paul Weiland,128.0,101.0,10.0,Beau Garrett,1000.0,46012734,Comedy,Busy Philipps,Made of Honor,54421,4298,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,40000000,2008,5.8,2.35,3000,6012734,46012734
Clint Eastwood,249.0,134.0,16000.0,Steve Schirripa,880.0,47034272,Biography,Johnny Cannizzaro,Jersey Boys,25465,2281,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,190.0,English,USA,R,40000000,2014,6.9,2.35,16000,7034272,47034272
Francis Ford Coppola,91.0,135.0,0.0,Dean Stockwell,13000.0,45856732,Crime,Matt Damon,The Rainmaker,46221,16762,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,141.0,English,USA,PG-13,40000000,1997,7.1,2.35,0,5856732,45856732
Mathieu Kassovitz,207.0,98.0,326.0,Charles S. Dutton,21000.0,59588068,Horror,Robert Downey Jr.,Gothika,89557,22318,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,376.0,English,USA,R,40000000,2003,5.8,1.85,0,19588068,59588068
Steven Spielberg,77.0,155.0,14000.0,Morgan Freeman,12000.0,44175394,Drama,Anthony Hopkins,Amistad,56509,37570,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,227.0,English,USA,R,36000000,1997,7.2,1.85,0,8175394,44175394
John McTiernan,25.0,106.0,323.0,José Wilker,472.0,45500797,Adventure,Lorraine Bracco,Medicine Man,17443,519,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,56.0,English,USA,PG-13,40000000,1992,6.0,2.35,694,5500797,45500797
Colin Strause,211.0,102.0,25.0,Johnny Lewis,1000.0,41797066,Action,Sam Trammell,Aliens vs. Predator: Requiem,92789,4324,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,998.0,English,USA,R,40000000,2007,4.7,2.35,0,1797066,41797066
Donald Petrie,19.0,95.0,80.0,John Larroquette,3000.0,38087756,Comedy,Macaulay Culkin,Ri¢hie Ri¢h,49612,4634,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,39.0,English,USA,PG,40000000,1994,5.2,1.85,0,-1912244,38087756
Joan Chen,101.0,103.0,643.0,Sam Trammell,24000.0,37752931,Drama,J.K. Simmons,Autumn in New York,20201,26938,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,180.0,English,USA,PG-13,40000000,2000,5.5,1.85,0,-2247069,37752931
Marc Lawrence,175.0,95.0,30.0,Scott Porter,799.0,50562555,Comedy,Brad Garrett,Music and Lyrics,81334,2787,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,291.0,English,USA,PG-13,47644514,2007,6.5,1.85,0,2918041,50562555
Greg Mottola,342.0,109.0,99.0,Nelson Ascencio,176.0,37371385,Adventure,Bobby Lee,Paul,192462,390,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,334.0,English,USA,R,40000000,2011,7.0,2.35,42000,-2628615,37371385
Anne Fletcher,147.0,95.0,98.0,Tom Virtue,405.0,37101011,Comedy,Miriam Margolyes,The Guilt Trip,30394,1070,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,103.0,English,USA,PG-13,40000000,2012,5.8,2.35,0,-2898989,37101011
Wes Craven,420.0,111.0,0.0,Aimee Teegarden,2000.0,38176892,Horror,Alison Brie,Scream 4,104119,4486,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,518.0,English,USA,R,40000000,2011,6.2,2.35,26000,-1823108,38176892
Joel Schumacher,138.0,123.0,541.0,Chris Bauer,12000.0,36283504,Mystery,Nicolas Cage,8MM,104564,12970,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,587.0,English,Germany,R,40000000,1999,6.5,2.35,0,-3716496,36283504
Oliver Stone,82.0,140.0,0.0,Kevin Dillon,720.0,35183792,Biography,Michael Wincott,The Doors,68159,3044,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,209.0,English,USA,R,38000000,1991,7.2,2.35,0,-2816208,35183792
Jake Kasdan,201.0,94.0,52.0,Randall Park,683.0,38543473,Comedy,James Wilcox,Sex Tape,84382,1488,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,158.0,English,USA,R,40000000,2014,5.1,1.85,0,-1456527,38543473
Diane Keaton,82.0,94.0,0.0,Celia Weston,374.0,36037909,Comedy,Adam Arkin,Hanging Up,10132,1238,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,130.0,English,Germany,PG-13,60000000,2000,4.7,1.85,390,-23962091,36037909
Steven Quale,277.0,92.0,77.0,Jacqueline MacInnes Wood,703.0,42575718,Horror,Emma Bell,Final Destination 5,83788,3074,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,227.0,English,USA,R,40000000,2011,5.9,2.35,20000,2575718,42575718
Kelly Makin,90.0,102.0,6.0,Burt Young,711.0,33864342,Comedy,Jeanne Tripplehorn,Mickey Blue Eyes,29968,2913,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,117.0,English,UK,PG-13,40000000,1999,5.8,1.85,445,-6135658,33864342
Mimi Leder,157.0,123.0,75.0,Haley Joel Osment,18000.0,33508922,Drama,Kevin Spacey,Pay It Forward,95860,23920,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,660.0,English,USA,PG-13,40000000,2000,7.2,1.85,16000,-6491078,33508922
Bobby Farrelly,124.0,104.0,101.0,KaDee Strickland,787.0,42071069,Comedy,Jimmy Fallon,Fever Pitch,36223,1827,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,208.0,English,USA,PG-13,30000000,2005,6.2,2.35,0,12071069,42071069
Steven Brill,146.0,102.0,65.0,Shaun Weiss,1000.0,32853640,Comedy,Lisa Ann Walter,Drillbit Taylor,50199,3239,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,40000000,2008,5.7,2.35,702,-7146360,32853640
Seth MacFarlane,303.0,136.0,3000.0,Charlize Theron,14000.0,42615685,Comedy,Liam Neeson,A Million Ways to Die in the West,136093,28927,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,416.0,English,USA,R,40000000,2014,6.1,2.35,24000,2615685,42615685
Russell Mulcahy,70.0,93.0,85.0,Peter Boyle,924.0,32055248,Action,Jonathan Winters,The Shadow,18723,2711,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,146.0,English,USA,PG-13,25000000,1994,6.0,1.85,0,7055248,32055248
Stephen Daldry,283.0,129.0,335.0,Thomas Horn,15000.0,31836745,Adventure,Tom Hanks,Extremely Loud & Incredibly Close,81298,15595,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,341.0,English,USA,PG-13,40000000,2011,6.9,2.35,39000,-8163255,31836745
Roger Michell,212.0,107.0,50.0,Patti D'Arbanville,293.0,30993544,Comedy,Noah Bean,Morning Glory,58871,621,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,156.0,English,USA,PG-13,40000000,2010,6.5,2.35,0,-9006456,30993544
Jim Sheridan,98.0,117.0,260.0,Bill Duke,1000.0,30981850,Biography,50 Cent,Get Rich or Die Tryin',35834,3969,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,284.0,English,USA,R,40000000,2005,5.0,2.35,0,-9018150,30981850
Christian Duguay,110.0,116.0,18.0,Cary-Hiroyuki Tagawa,2000.0,30199105,Action,Michael Biehn,The Art of War,25346,3753,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,167.0,English,USA,R,40000000,2000,5.7,2.35,470,-9800895,30199105
Chris Columbus,146.0,135.0,0.0,David Fine,3000.0,29077547,Drama,Rosario Dawson,Rent,41685,5917,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,754.0,English,USA,PG-13,40000000,2005,7.0,2.35,3000,-10922453,29077547
Chuck Russell,100.0,107.0,55.0,Jimmy Smits,3000.0,29374178,Crime,Rufus Sewell,Bless the Child,12093,4565,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,188.0,English,USA,R,40000000,2000,5.1,2.35,394,-10625822,29374178
Sam Weisman,62.0,90.0,39.0,Valerie Perri,607.0,28535768,Comedy,Oliver Hudson,The Out-of-Towners,10446,1335,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,105.0,English,USA,PG-13,40000000,1999,5.3,1.85,279,-11464232,28535768
John Frankenheimer,70.0,99.0,287.0,Temuera Morrison,10000.0,27663982,Horror,Marlon Brando,The Island of Dr. Moreau,26051,10469,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,164.0,English,USA,PG-13,40000000,1996,4.4,2.35,0,-12336018,27663982
Peter Hyams,107.0,104.0,0.0,Justin Chambers,964.0,27053815,Action,Catherine Deneuve,The Musketeer,12856,2888,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,291.0,English,Germany,PG-13,40000000,2001,4.7,2.35,299,-12946185,27053815
Justin Chadwick,169.0,115.0,56.0,Scarlett Johansson,20000.0,26814957,Biography,Natalie Portman,The Other Boleyn Girl,84357,77823,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,252.0,English,UK,PG-13,35000000,2008,6.7,1.85,0,-8185043,26814957
Pat O'Connor,94.0,119.0,7.0,Charlize Theron,18000.0,25178165,Drama,Keanu Reeves,Sweet November,70292,29484,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,274.0,English,USA,PG-13,40000000,2001,6.7,1.85,8000,-14821835,25178165
Stephen Hopkins,190.0,99.0,81.0,Andrea Frankle,327.0,25117498,Horror,Stephen Rea,The Reaping,37412,960,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,178.0,English,USA,R,40000000,2007,5.7,2.35,0,-14882502,25117498
Martin Scorsese,112.0,112.0,17000.0,David Carradine,22000.0,32645,Crime,Robert De Niro,Mean Streets,67797,23737,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,223.0,English,USA,R,500000,1973,7.4,1.85,0,-467355,32645
Penny Marshall,12.0,128.0,545.0,Cliff Robertson,783.0,24332324,Comedy,Ed Begley Jr.,Renaissance Man,13830,3126,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61.0,English,USA,PG-13,40000000,1994,6.1,1.85,680,-15667676,24332324
Olivier Megaton,201.0,112.0,118.0,Callum Blue,877.0,36665854,Action,Jordi Mollà,Colombiana,76498,3432,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,203.0,English,France,PG-13,40000000,2011,6.4,2.35,15000,-3334146,36665854
Frederik Du Chau,34.0,86.0,7.0,Jaleel White,10000.0,22717758,Adventure,Gary Oldman,The Magic Sword: Quest for Camelot,11156,14275,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,67.0,English,USA,G,40000000,1998,6.2,1.85,0,-17282242,22717758
Michael Caton-Jones,104.0,108.0,105.0,James Franco,22000.0,22433915,Crime,Robert De Niro,City by the Sea,21319,34377,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,166.0,English,USA,R,60000000,2002,6.2,2.35,416,-37566085,22433915
Irwin Winkler,55.0,128.0,34.0,Nathan Lane,978.0,22326247,Drama,Mira Sorvino,At First Sight,11232,3821,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,106.0,English,USA,PG-13,60000000,1999,5.9,1.85,0,-37673753,22326247
Joseph Kahn,86.0,84.0,33.0,Jay Hernandez,1000.0,21176322,Action,Dane Cook,Torque,23747,5039,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,207.0,English,USA,PG-13,40000000,2004,4.0,2.35,0,-18823678,21176322
Harold Becker,50.0,111.0,17.0,Martin Landau,14000.0,20300000,Drama,Al Pacino,City Hall,16741,17877,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,60.0,English,USA,R,40000000,1996,6.2,1.85,309,-19700000,20300000
Paul Verhoeven,181.0,131.0,719.0,Elizabeth Berkley,16000.0,20302961,Drama,Bobbie Phillips,Showgirls,49874,18913,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,450.0,English,France,NC-17,45000000,1995,4.6,2.35,0,-24697039,20302961
Sofia Coppola,260.0,123.0,0.0,Shirley Henderson,4000.0,15962471,Biography,Kirsten Dunst,Marie Antoinette,79892,7243,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,619.0,English,USA,PG-13,40000000,2006,6.4,1.85,0,-24037529,15962471
Barbet Schroeder,40.0,101.0,58.0,Michael Rapaport,12000.0,14942422,Action,Nicolas Cage,Kiss of Death,14226,14008,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,60.0,English,USA,R,40000000,1995,5.9,1.85,555,-25057578,14942422
Stephen Kay,102.0,102.0,19.0,Miranda Richardson,13000.0,14967182,Action,Sylvester Stallone,Get Carter,27305,14463,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,284.0,English,USA,R,40000000,2000,5.1,2.35,604,-25032818,14967182
J.A. Bayona,371.0,114.0,171.0,Geraldine Chaplin,6000.0,18996755,Drama,Naomi Watts,The Impossible,145270,7099,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,322.0,English,Spain,PG-13,45000000,2012,7.6,2.35,54000,-26003245,18996755
Elaine May,49.0,107.0,124.0,Warren Beatty,636.0,14375181,Action,Carol Kane,Ishtar,8692,3374,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126.0,English,USA,PG-13,51000000,1987,4.2,1.85,754,-36624819,14375181
Wes Anderson,335.0,87.0,0.0,Meryl Streep,13000.0,20999103,Adventure,Bill Murray,Fantastic Mr. Fox,139114,24770,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,245.0,English,USA,PG,40000000,2009,7.8,1.85,15000,-19000897,20999103
Stephen Herek,86.0,103.0,65.0,Stockard Channing,11000.0,14448589,Comedy,Angelina Jolie Pitt,Life or Something Like It,19364,12566,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128.0,English,USA,PG-13,40000000,2002,5.8,2.35,835,-25551411,14448589
John Carpenter,40.0,99.0,0.0,Michael McKean,782.0,14358033,Comedy,Richard Epcar,Memoirs of an Invisible Man,17365,2125,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66.0,English,USA,PG-13,40000000,1992,5.9,2.35,630,-25641967,14358033
Jean-Pierre Jeunet,242.0,122.0,0.0,Jamel Debbouze,326.0,33201661,Comedy,Mathieu Kassovitz,Amélie,534262,809,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,1314.0,French,France,R,77000000,2001,8.4,2.35,39000,-43798339,33201661
Dennie Gordon,70.0,91.0,29.0,Bob Saget,976.0,14018364,Comedy,Mary-Kate Olsen,New York Minute,17722,3974,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111.0,English,USA,PG,30000000,2004,4.8,1.85,849,-15981636,14018364
Charles Shyer,135.0,103.0,14.0,Nia Long,865.0,13395939,Comedy,Omar Epps,Alfie,43442,3639,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146.0,English,UK,R,60000000,2004,6.2,1.85,0,-46604061,13395939
Ken Kwapis,125.0,107.0,42.0,Tim Blake Nelson,875.0,20113965,Biography,Ted Danson,Big Miracle,15231,1702,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66.0,English,USA,PG,40000000,2012,6.5,2.35,0,-19886035,20113965
Ulu Grosbard,54.0,106.0,22.0,Treat Williams,2000.0,13376506,Drama,Alexa PenaVega,The Deep End of the Ocean,10413,4327,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111.0,English,USA,PG-13,40000000,1999,6.3,1.85,579,-26623494,13376506
William Malone,104.0,101.0,37.0,Jeffrey Combs,2000.0,13208023,Crime,Natascha McElhone,Feardotcom,17309,4262,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388.0,English,UK,R,42000000,2002,3.3,2.35,612,-28791977,13208023
Paul Weitz,157.0,109.0,80.0,Salma Hayek,14000.0,13838130,Action,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant,35990,20503,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,157.0,English,USA,PG-13,40000000,2009,5.9,2.35,0,-26161870,13838130
Danny DeVito,78.0,89.0,0.0,Amber Valletta,1000.0,9652000,Comedy,Justin Theroux,Duplex,46205,3096,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,40000000,2003,5.8,1.85,0,-30348000,9652000
Malcolm D. Lee,88.0,100.0,92.0,Sean Hayes,1000.0,12081447,Comedy,Bernie Mac,Soul Men,7794,4103,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25.0,English,USA,R,47644514,2008,6.5,2.35,866,-35563067,12081447
Jerry Jameson,32.0,119.0,5.0,Jason Robards,521.0,7000000,Action,M. Emmet Walsh,Raise the Titanic,2933,1883,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70.0,English,UK,PG,36000000,1980,4.7,2.35,328,-29000000,7000000
Mic Rodgers,75.0,83.0,7.0,Daniel von Bargen,2000.0,10431220,Action,Michael Jai White,Universal Soldier: The Return,24216,4024,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162.0,English,USA,R,24000000,1999,4.1,1.85,401,-13568780,10431220
Christian Alvart,219.0,108.0,22.0,Dennis Quaid,12000.0,10326062,Action,Norman Reedus,Pandorum,121432,14127,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310.0,English,Germany,R,33000000,2009,6.8,2.35,10000,-22673938,10326062
Gary Fleder,83.0,102.0,39.0,Mekhi Phifer,1000.0,6114237,Drama,Gary Dourdan,Impostor,19986,2664,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207.0,English,USA,R,40000000,2001,6.2,1.85,892,-33885763,6114237
Christian Duguay,53.0,93.0,18.0,Bridgette Wilson-Sampras,3000.0,4835968,Action,Rufus Sewell,Extreme Ops,4821,4123,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82.0,English,UK,PG-13,40000000,2002,4.5,2.35,158,-35164032,4835968
Jean-Marie Poiré,61.0,84.0,8.0,Matt Ross,545.0,4777007,Comedy,Bridgette Wilson-Sampras,Just Visiting,15130,1149,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98.0,English,France,PG-13,40000000,2001,5.8,2.35,565,-35222993,4777007
Danny Boyle,308.0,107.0,0.0,Benedict Wong,11000.0,3675072,Adventure,Chris Evans,Sunshine,190132,11623,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801.0,English,UK,R,26000000,2007,7.3,2.35,15000,-22324928,3675072
Brian Robbins,70.0,91.0,48.0,Lou Saliba,61.0,18438149,Comedy,John Gatins,A Thousand Words,30842,222,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93.0,English,USA,PG-13,40000000,2012,5.9,2.35,0,-21561851,18438149
Marc F. Adler,41.0,94.0,0.0,Anne Bancroft,795.0,511920,Adventure,Eric Idle,Delgo,2458,2449,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26.0,English,USA,PG,40000000,2008,4.4,1.85,211,-39488080,511920
Pierre Morel,224.0,115.0,180.0,Mark Rylance,1000.0,10640645,Action,Ray Winstone,The Gunman,28429,1686,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,110.0,English,USA,R,40000000,2015,5.8,2.35,0,-29359355,10640645
Geoffrey Sax,66.0,93.0,13.0,Sophie Okonedo,15000.0,652526,Action,Alex Pettyfer,Alex Rider: Operation Stormbreaker,20201,15638,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187.0,English,Germany,PG,40000000,2006,5.1,2.35,823,-39347474,652526
D.J. Caruso,253.0,105.0,154.0,Aaron Yoo,884.0,80050171,Drama,Sarah Roemer,Disturbia,186982,2288,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491.0,English,USA,PG-13,20000000,2007,6.9,1.85,0,60050171,80050171
Iain Softley,79.0,107.0,34.0,Fisher Stevens,11000.0,7564000,Comedy,Angelina Jolie Pitt,Hackers,54650,13821,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,223.0,English,USA,PG-13,20000000,1995,6.2,2.35,12000,-12436000,7564000
Richard Shepard,94.0,101.0,47.0,Zan Marolt,499.0,876671,Adventure,James Brolin,The Hunting Party,22010,504,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,90.0,English,USA,R,25000000,2007,6.9,2.35,0,-24123329,876671
Joel Coen,77.0,111.0,0.0,Bill Cobbs,1000.0,2869369,Comedy,Jennifer Jason Leigh,The Hudsucker Proxy,65474,2612,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,211.0,English,UK,PG,30000000,1994,7.3,1.85,0,-27130631,2869369
Peter Ho-Sun Chan,106.0,113.0,31.0,Takeshi Kaneshiro,5000.0,128978,Action,Jet Li,The Warlords,22897,6267,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,61.0,Mandarin,Hong Kong,R,40000000,2007,7.1,2.35,0,-39871022,128978
Sergey Bodrov,30.0,112.0,44.0,Kuno Becker,1000.0,77231,Drama,Jay Hernandez,Nomad: The Warrior,3322,2115,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32.0,Kazakh,France,R,25000000,2005,6.0,2.35,265,-24922769,77231
Joon-ho Bong,488.0,126.0,584.0,Ewen Bremner,11000.0,4563029,Action,Chris Evans,Snowpiercer,181472,12286,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,514.0,English,South Korea,R,39200000,2013,7.0,1.85,58000,-34636971,4563029
Bibo Bergeron,63.0,90.0,10.0,Bob Balaban,1000.0,47644514,Adventure,Adam Goldberg,A Monster in Paris,15790,3243,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,40.0,French,France,PG,25000000,2011,6.8,1.85,0,22644514,47644514
Jeff Nathanson,42.0,93.0,23.0,Glenn Morshower,2000.0,463730,Comedy,Matthew Broderick,The Last Shot,3789,5240,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,39.0,English,USA,R,47644514,2004,5.7,1.85,89,-47180784,463730
Alex Proyas,118.0,98.0,295.0,Bai Ling,720.0,50693162,Action,Michael Wincott,The Crow,136580,2630,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,545.0,English,USA,R,23000000,1994,7.6,1.85,15000,27693162,50693162
Robert Schwentke,214.0,107.0,124.0,Brooklynn Proulx,152.0,63411478,Drama,Arliss Howard,The Time Traveler's Wife,114925,568,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,234.0,English,USA,PG-13,39000000,2009,7.1,2.35,13000,24411478,63411478
Michael Lehmann,110.0,102.0,36.0,Stephen Collins,747.0,42640890,Comedy,Colin Ferguson,Because I Said So,32412,1930,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,184.0,English,USA,PG-13,47644514,2007,5.6,1.85,0,-5003624,42640890
